id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
7672,3,2,27,80,120,2015/7/29 16:14,2,1985,1,1,1,4,,2.0,1999.0,50000,1,,80.0,0,0,0,0,1,0,0,0,0,,170,200,4,5,4,1,1.0,1,1,1,2,4,1,4,5,4,5,5,4,4,5,5,5,5,2,2,2,1,6.0,5.0,2,2,5,5,6,2,1,3.0,4.0,1.0,3.0,1,2,2,2,65000.0,4,2,0,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2010.0,1980.0,2010.0,4.0,1.0,1.0,50000.0,1.0,3.0,1.0,1963,3,1,2,1964,3,1,2,2,2,4,2,70000.0,4,2,4,4,5,3,1,4,3,3,1,3,1,5,80,90,90,90,85.0,90,90,90,95
2607,4,2,18,54,88,2015/7/12 11:42,2,1926,1,0,2,1,,,,0,1,,100.0,0,0,0,1,0,0,0,0,0,,165,70,4,2,3,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,7.0,6.0,1,3,3,2,3,2,5,,,,,1,2,2,2,50000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,3,0.0,3,1946.0,1925.0,1946.0,1.0,1.0,1.0,0.0,6.0,,,-2,1,1,16,-2,1,1,2,3,2,3,-8,-2.0,5,5,5,5,5,-8,-8,-8,-8,5,5,-8,-8,5,50,60,50,50,60.0,60,50,50,40
3265,3,1,2,3,10,2015/7/23 17:07,1,1968,1,1,1,4,,4.0,-2.0,-3,4,-2.0,260.0,0,1,0,0,0,0,0,0,0,,173,156,3,4,4,1,1.0,2,1,2,5,2,4,1,5,4,4,5,4,4,4,1,5,4,5,3,3,2,5.0,3.0,1,5,3,2,4,1,2,,,,,1,1,2,2,-2.0,7,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1989.0,1968.0,1989.0,6.0,1.0,1.0,-3.0,1.0,3.0,1.0,1935,1,4,1,1941,3,1,2,2,1,3,-8,-3.0,3,2,3,3,5,3,2,2,3,3,-8,3,1,5,85,70,75,75,80.0,70,80,85,80
6057,3,1,4,7,15,2015/10/4 16:27,2,1996,1,1,1,4,,4.0,2013.0,35000,1,,10.0,0,0,0,0,0,0,0,0,1,,164,97,5,5,4,1,3.0,2,3,1,4,5,2,1,4,3,4,5,4,3,1,4,5,5,1,3,3,4,7.0,3.0,2,4,3,1,5,2,1,3.0,2.0,1.0,3.0,2,2,2,2,35000.0,1,2,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1975,4,1,2,1974,4,1,2,3,1,4,3,60000.0,4,4,4,3,4,3,3,4,3,3,3,3,3,2,60,40,10,30,30.0,40,60,70,70
7372,5,1,10,26,48,2015/7/30 11:19,2,1993,1,1,1,6,,4.0,2013.0,0,2,,99.0,0,0,0,0,1,0,0,0,0,,168,100,5,5,5,1,2.0,2,1,1,3,5,2,3,3,4,3,2,4,3,4,3,5,5,1,2,3,4,5.0,3.0,1,4,6,6,8,5,6,,,,,1,2,2,2,70000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1966,4,1,1,1965,6,1,1,2,2,3,-8,50000.0,5,4,3,4,5,5,3,4,3,5,-8,5,2,3,80,70,70,80,60.0,60,50,70,70
7,4,1,10,27,49,2015/7/26 14:51,1,1963,1,1,1,4,,4.0,1979.0,-3,4,1980.0,89.0,0,1,0,0,0,0,0,0,0,,160,120,2,2,2,2,2.0,2,2,2,5,1,2,1,5,5,5,5,4,4,4,4,4,4,5,1,3,1,,,1,4,2,2,3,2,1,3.0,30.0,1.0,3.0,1,1,2,2,-3.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1987.0,1963.0,1987.0,4.0,1.0,2.0,-3.0,1.0,3.0,1.0,1920,3,1,1,1905,1,1,15,3,2,4,3,50000.0,4,3,4,4,4,3,3,3,4,3,3,3,3,4,80,80,50,70,60.0,50,60,80,80
2981,4,1,13,36,67,2015/9/9 11:52,1,1986,6,1,1,11,,4.0,2008.0,70000,1,,88.0,0,0,0,0,0,0,0,0,1,,165,118,4,5,5,1,3.0,2,2,2,2,4,3,4,4,3,4,5,3,3,2,2,4,5,1,2,4,4,7.0,2.0,3,4,2,1,8,1,1,3.0,8.0,1.0,3.0,1,1,1,1,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,2014.0,1991.0,2014.0,6.0,1.0,1.0,30000.0,5.0,,,1963,6,1,5,1964,4,1,5,1,2,5,3,150000.0,4,4,4,4,4,4,3,4,4,4,-8,3,3,3,70,60,50,80,80.0,70,85,70,50
3362,3,2,17,49,82,2015/7/28 16:30,1,1960,1,1,1,6,,4.0,-2.0,5000,1,,150.0,0,1,0,0,0,0,0,0,0,,168,130,4,4,4,1,1.0,2,2,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,4,1,6.0,6.0,1,3,1,1,2,1,3,,,,,1,1,2,2,5000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,,0,0,,6,-2.0,,,,,,,,,,-2,3,1,2,1928,1,1,2,3,1,3,2,10000.0,2,2,2,2,4,2,2,2,2,-8,-8,-8,2,4,70,70,70,70,70.0,70,70,70,70
1944,4,1,19,59,95,2015/7/17 11:03,1,1930,1,-8,1,4,,2.0,1946.0,40000,1,,46.0,0,1,0,0,0,0,0,0,0,,165,100,3,5,4,5,1.0,4,4,4,4,1,1,1,5,1,1,5,4,4,1,1,5,5,5,2,4,3,3.0,3.0,1,3,5,5,5,3,5,,,,,1,1,2,2,100000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,7,1959.0,,,,,,,,,,-2,-8,1,1,-2,-8,1,1,2,2,3,2,40000.0,4,3,4,2,4,4,2,3,3,3,3,3,2,3,90,90,90,90,90.0,90,90,90,90
7781,4,2,19,57,92,2015/7/19 9:20,2,1987,1,1,1,10,,4.0,2012.0,40000,1,,90.0,0,0,0,0,1,0,0,0,0,,158,104,4,4,4,1,1.0,2,2,1,4,5,1,2,5,4,4,5,4,3,4,4,5,5,1,2,3,1,2.0,4.0,1,4,5,4,6,5,1,3.0,-2.0,1.0,-8.0,1,1,2,2,150000.0,5,2,1,1,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2014.0,1987.0,2014.0,6.0,1.0,1.0,60000.0,1.0,3.0,1.0,1962,4,1,9,1965,2,1,9,3,1,4,3,100000.0,4,4,4,4,4,4,4,4,4,-8,-8,-8,3,4,80,80,80,80,80.0,80,80,80,80
7365,4,2,18,53,87,2015/7/15 11:29,1,1973,1,1,1,3,,4.0,1983.0,3999,1,,200.0,0,1,0,0,0,0,0,0,0,,173,170,5,5,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,2,2,4,1,5,5,5,4,1,1,3.0,3.0,1,3,2,1,3,1,3,,,,,1,1,2,2,5999.0,5,2,2,2,0,1,0,0,0,0,0,0,0,,3,0,3.0,3,1999.0,1973.0,1999.0,3.0,1.0,1.0,2000.0,3.0,,,1943,3,1,2,1946,1,1,2,3,1,3,2,500000.0,5,3,3,3,5,3,2,4,4,3,3,3,1,5,80,90,50,60,70.0,60,70,60,70
6771,4,1,16,46,78,2015/7/28 11:31,1,1988,1,1,1,12,,4.0,2013.0,50000,4,2008.0,81.0,0,0,0,0,1,0,0,0,0,,170,120,5,3,3,4,3.0,3,3,3,4,4,4,1,4,3,2,4,3,3,3,3,4,5,1,3,4,4,4.0,4.0,1,3,5,5,8,3,1,3.0,1.0,1.0,2.0,1,1,2,2,80000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1954,7,1,1,1957,3,4,2,2,1,3,2,200000.0,3,3,-8,-8,3,3,3,3,3,3,3,3,3,3,80,80,80,80,80.0,80,75,85,85
6153,4,2,9,23,45,2015/7/3 15:31,2,1953,1,0,1,3,,3.0,,1500,1,,180.0,0,1,0,0,0,0,0,0,0,,150,110,2,2,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,5,5,2,2,1,7.0,7.0,2,4,5,7,8,2,3,,,,,1,1,2,1,-2.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,7,1972.0,,,,,,,,,,-2,-8,-8,2,-2,3,1,2,3,2,4,2,10000.0,3,3,5,3,4,-8,-8,-8,4,-8,-8,-8,1,5,90,90,95,90,90.0,90,100,85,80
6249,4,2,27,77,117,2015/7/18 10:30,1,1964,1,0,1,3,,2.0,,4000,1,,90.0,0,0,0,1,0,0,0,0,0,,170,130,2,4,4,1,1.0,3,3,3,4,1,2,1,5,5,3,5,4,5,5,5,5,5,5,1,3,2,,,1,4,2,1,4,1,1,3.0,4.0,1.0,3.0,2,2,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,5,2005.0,1968.0,2005.0,14.0,1.0,-8.0,0.0,6.0,,,1940,3,1,2,1945,1,1,2,3,1,3,3,30000.0,4,4,4,4,4,4,3,-8,-8,-8,-8,-8,2,4,80,70,-2,-2,70.0,65,60,65,70
7361,3,1,7,18,35,2015/8/8 9:56,1,1983,1,1,1,12,,4.0,2007.0,200000,1,,30.0,0,0,0,0,0,0,0,0,1,,173,136,4,5,5,2,2.0,1,2,1,2,5,1,3,3,4,4,5,2,2,1,1,3,5,1,3,4,4,6.0,2.0,6,2,6,4,8,5,1,3.0,8.0,1.0,2.0,1,1,2,2,200000.0,1,4,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1956,10,1,1,1958,10,1,1,2,1,4,2,500000.0,4,-8,-8,-8,5,4,-8,5,5,4,-8,-8,-8,4,60,50,50,60,60.0,60,70,80,80
3135,4,1,2,2,9,2015/7/24 9:46,2,1954,8,1,1,4,,4.0,1972.0,500,1,,300.0,0,0,1,0,0,0,0,0,0,,162,108,5,5,4,2,1.0,3,3,1,4,1,4,1,5,1,3,5,2,1,4,4,5,5,5,3,3,3,2.0,5.0,1,2,6,5,7,4,3,,,,,1,1,2,2,5000.0,1,4,3,1,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1982.0,1954.0,1982.0,6.0,1.0,2.0,4000.0,2.0,,,-2,-8,1,16,1925,1,1,13,2,1,4,2,15000.0,4,4,4,4,5,5,2,4,4,4,4,4,1,4,80,80,80,80,80.0,80,80,80,80
5097,4,1,31,86,129,2015/8/20 16:38,2,1972,1,1,1,4,,4.0,1991.0,10000,1,,35.0,0,0,0,0,0,0,0,0,1,,160,106,5,2,4,1,2.0,1,1,1,4,1,1,1,5,3,2,5,5,4,5,5,5,1,5,1,2,1,,,1,1,1,1,1,6,1,3.0,5.0,1.0,3.0,1,2,2,2,40000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1993.0,1972.0,1993.0,4.0,2.0,1.0,30000.0,1.0,3.0,1.0,1949,4,4,2,-2,3,1,2,2,1,3,2,55000.0,3,4,3,-8,4,4,4,5,3,-8,-8,-8,1,2,60,60,80,-2,-2.0,-2,70,80,80
2243,4,1,12,32,59,2015/8/6 18:51,2,1938,1,1,1,3,,2.0,,40800,1,,60.0,0,1,1,0,0,0,0,0,0,,150,90,3,5,5,5,1.0,5,2,1,5,1,1,1,5,4,1,5,3,4,5,1,5,5,5,3,4,1,7.0,4.0,1,3,5,4,6,3,5,,,,,1,1,2,2,120000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1960.0,1935.0,1960.0,7.0,4.0,5.0,79200.0,5.0,,,-2,2,1,2,-2,2,1,15,2,2,4,2,36000.0,5,5,5,5,5,5,4,-8,5,-8,-8,-8,3,3,80,80,80,80,70.0,90,80,90,70
1475,4,1,10,26,48,2015/7/27 10:10,2,1958,1,1,1,9,,4.0,1984.0,60000,1,,100.0,0,1,0,0,0,0,0,0,0,,160,110,4,4,4,2,1.0,2,3,3,5,4,2,2,3,3,3,3,4,3,3,3,4,3,3,3,4,4,2.0,3.0,2,4,5,4,6,6,5,,,,,1,1,2,2,13000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1983.0,1957.0,1983.0,9.0,4.0,2.0,70000.0,5.0,,,1936,9,4,1,-3,3,1,2,2,2,4,2,100000.0,3,3,4,4,4,4,3,4,4,4,4,3,3,3,88,90,88,87,90.0,90,90,90,88
5947,4,1,27,79,119,2015/7/25 20:29,2,1974,1,1,1,4,,4.0,1990.0,0,1,,53.0,0,1,1,0,0,0,0,0,0,,165,110,5,5,5,2,1.0,1,1,1,5,5,1,1,4,4,5,5,5,5,2,4,5,5,1,1,4,1,,,1,2,4,3,6,3,5,,,,,1,1,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1994.0,1970.0,1994.0,4.0,1.0,2.0,30000.0,1.0,2.0,1.0,1937,3,1,2,1938,3,1,15,2,2,4,2,50000.0,4,2,2,2,4,3,2,4,4,2,2,3,1,3,60,60,60,60,30.0,30,60,50,60
1890,4,2,6,12,28,2015/8/1 11:34,2,1976,1,1,1,4,,4.0,1993.0,10000,1,,120.0,0,0,0,0,0,1,0,0,0,,155,110,4,3,3,1,1.0,1,2,1,5,3,2,1,5,2,4,4,3,2,3,5,5,5,3,4,3,2,1.0,2.0,2,4,5,1,5,1,5,,,,,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1997.0,1971.0,1997.0,3.0,1.0,1.0,30000.0,5.0,,,1952,3,1,1,1955,3,1,2,2,2,4,3,30000.0,4,4,4,4,5,4,4,4,4,4,-8,4,2,4,75,70,70,70,50.0,60,-2,50,60
3436,3,1,31,87,130,2015/8/16 10:52,1,1960,1,1,1,6,,4.0,1980.0,36000,1,,70.0,0,0,1,0,0,0,0,0,0,,180,140,3,3,3,2,1.0,5,1,2,5,2,1,1,5,4,1,5,4,4,5,2,5,5,5,1,3,1,,,1,2,5,5,7,3,1,3.0,25.0,1.0,2.0,1,1,1,2,60000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1965.0,1985.0,4.0,1.0,2.0,24000.0,5.0,,,1921,2,4,5,-2,1,1,1,2,2,4,3,4500.0,4,3,-8,-8,4,4,2,3,3,3,3,3,1,2,80,60,40,80,80.0,46,50,60,80
4988,4,1,26,75,115,2015/8/4 15:21,2,1945,1,1,1,3,,4.0,1957.0,8000,1,,58.0,0,1,0,0,0,0,0,0,0,,160,110,2,2,3,2,1.0,2,2,4,4,2,2,4,5,4,5,5,5,4,4,3,3,3,3,2,3,2,6.0,6.0,1,2,4,1,6,1,1,2.0,38.0,2.0,4.0,1,1,2,2,110000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1966.0,1935.0,1966.0,3.0,1.0,2.0,0.0,5.0,,,-2,-8,1,16,-2,-8,1,16,2,1,3,2,9000.0,2,2,3,3,2,2,2,3,3,2,2,4,3,3,70,70,60,70,70.0,100,70,60,80
3706,4,1,19,57,91,2015/7/19 10:05,2,1952,1,1,3,6,,2.0,-1.0,50000,1,,55.0,0,0,0,0,1,0,0,0,0,,164,130,3,3,4,5,2.0,2,3,2,4,1,1,1,5,4,2,4,3,3,4,2,5,5,5,2,4,2,6.0,4.0,1,4,5,5,5,5,5,,,,,1,1,2,2,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1975.0,1950.0,1975.0,7.0,1.0,5.0,50000.0,5.0,,,-2,3,1,-8,1932,1,1,1,2,2,4,2,50000.0,3,-8,-8,-8,5,-8,4,4,3,4,4,-8,3,2,90,90,90,90,90.0,90,90,65,70
2022,4,2,5,8,24,2015/8/6 8:59,2,1985,1,1,1,4,,2.0,1997.0,10000,1,,84.0,0,0,1,0,0,0,0,0,0,,160,110,3,4,4,1,1.0,1,1,1,4,4,1,1,4,3,5,5,4,4,2,5,5,5,1,2,3,1,5.0,5.0,2,4,5,4,5,3,4,,,,,1,2,2,2,30000.0,6,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,2.0,3,2006.0,1981.0,2006.0,4.0,1.0,1.0,10000.0,3.0,,,1960,3,1,2,1964,1,1,2,2,2,3,2,30000.0,4,4,4,3,4,3,3,3,3,2,2,2,1,4,60,60,60,60,60.0,60,60,60,60
4021,4,1,29,82,125,2015/7/21 8:01,2,1991,1,1,1,10,,4.0,2013.0,32000,1,,126.0,0,0,1,0,0,0,0,0,0,,160,110,5,4,4,4,2.0,1,3,1,5,5,1,1,4,3,3,3,3,3,2,4,5,5,1,3,4,2,7.0,3.0,2,2,5,3,7,3,6,,,,,2,2,2,2,32000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,3,2015.0,1990.0,2015.0,8.0,1.0,5.0,32000.0,1.0,3.0,1.0,1967,3,1,2,1969,1,1,2,3,1,3,-8,-2.0,3,3,3,3,5,-8,3,3,3,3,3,3,3,2,90,70,60,90,90.0,80,70,80,90
6302,5,2,9,22,44,2015/7/6 15:52,1,1962,1,1,1,6,,4.0,1980.0,20000,4,2012.0,130.0,0,1,0,0,0,0,0,0,0,,167,150,5,5,4,1,1.0,2,1,1,4,1,1,1,5,5,3,5,4,4,5,5,5,5,5,3,4,1,2.0,2.0,6,5,6,5,5,3,3,,,,,1,1,2,2,20000.0,1,4,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1982.0,1963.0,1982.0,1.0,1.0,1.0,0.0,6.0,,,1945,1,1,2,1944,1,1,16,2,1,5,2,20000.0,4,4,5,3,2,2,2,4,5,3,2,3,3,5,70,80,60,70,80.0,90,90,60,80
5716,2,2,18,54,88,2015/7/12 10:25,1,1941,1,1,1,1,,,,800,1,,180.0,0,0,0,1,0,0,0,0,0,,168,130,4,3,3,1,1.0,4,4,1,4,1,1,1,5,5,1,5,2,2,4,2,5,5,5,3,3,2,1.0,2.0,1,4,5,3,5,2,4,,,,,1,1,2,2,7000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,3,1.0,3,1965.0,1945.0,1965.0,3.0,1.0,1.0,700.0,3.0,,,1906,1,1,2,1908,1,1,2,2,2,3,3,10000.0,5,4,4,4,5,3,3,3,3,3,2,3,1,4,30,50,50,50,40.0,50,50,50,50
6608,4,2,29,83,126,2015/7/21 10:09,2,1955,1,1,1,1,,,,0,1,,240.0,0,0,1,0,0,0,0,0,0,,156,110,4,4,4,1,1.0,1,1,1,3,1,1,2,5,5,5,3,3,4,5,3,5,2,5,3,3,1,3.0,5.0,1,2,5,4,6,4,3,,,,,1,1,2,2,100000.0,7,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,-2.0,1952.0,-2.0,4.0,1.0,1.0,0.0,3.0,,,-2,-8,1,2,-2,1,1,2,2,2,4,3,30000.0,4,4,3,3,5,2,2,2,2,2,2,2,1,5,50,60,70,60,50.0,60,70,50,60
2659,5,1,21,64,101,2015/7/17 17:35,2,1945,1,1,1,3,,4.0,1958.0,20000,1,,105.0,0,1,1,0,0,0,0,0,0,,158,110,5,5,5,5,1.0,4,4,4,5,5,1,1,5,2,1,1,4,2,2,1,4,3,1,5,5,5,1.0,1.0,6,4,5,4,6,4,5,,,,,1,1,2,2,50000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1969.0,1944.0,1969.0,7.0,4.0,5.0,30000.0,5.0,,,1903,2,1,16,1903,2,1,9,2,2,4,2,20000.0,5,5,5,5,5,5,4,5,5,5,-8,5,2,5,90,90,90,90,90.0,90,90,90,90
1131,4,2,18,52,85,2015/7/21 11:39,1,1992,1,1,1,4,,2.0,-2.0,-3,1,,90.0,0,0,0,0,1,0,0,0,0,,175,130,4,4,4,1,1.0,3,3,3,4,5,1,2,4,4,3,5,4,3,1,3,5,5,1,4,3,3,2.0,2.0,2,4,4,3,5,3,2,,,,,1,2,2,2,-2.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1975,3,1,2,1971,3,1,2,2,2,3,2,100000.0,4,4,4,4,4,4,1,4,4,2,3,3,1,5,80,70,60,80,80.0,60,85,60,65
4835,4,2,2,5,12,2015/8/9 9:36,2,1966,8,0,5,3,,2.0,,-2,1,,60.0,0,1,1,1,0,0,0,0,0,,150,65,2,3,3,1,1.0,1,1,1,3,1,1,5,5,4,5,5,3,4,5,2,5,5,5,3,3,5,2.0,2.0,2,4,2,2,2,1,4,,,,,1,1,2,2,5000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,4,-2.0,1966.0,1994.0,1.0,1.0,1.0,2000.0,3.0,,,-2,1,1,2,1945,1,1,2,3,2,3,2,10000000.0,5,5,5,5,5,-8,4,-8,5,-8,-8,-8,2,4,80,70,80,70,80.0,80,80,80,80
7247,4,2,29,84,127,2015/7/23 10:38,2,1973,1,1,1,1,,,,35000,1,,190.0,0,1,0,0,0,0,0,0,0,,155,100,2,2,3,1,1.0,1,1,1,4,1,1,1,5,3,5,5,4,5,5,3,5,5,5,3,4,1,2.0,6.0,2,4,4,3,5,2,3,,,,,1,1,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,3,1989.0,1968.0,1989.0,3.0,1.0,1.0,0.0,2.0,,,1949,1,1,2,1949,1,1,2,2,1,5,2,-2.0,-8,-8,3,3,3,3,3,3,-8,-8,-8,-8,4,5,80,80,70,80,80.0,90,98,90,98
4916,5,1,7,18,39,2015/8/12 9:25,2,1975,1,1,1,4,,4.0,-2.0,60000,1,,90.0,0,0,1,0,0,0,0,0,0,,156,142,4,5,4,2,2.0,2,2,3,4,2,2,1,5,4,2,5,4,4,5,2,5,5,3,2,2,1,5.0,6.0,2,4,5,5,5,5,1,1.0,-2.0,1.0,1.0,1,1,1,2,150000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1992.0,1974.0,1992.0,4.0,1.0,2.0,60000.0,1.0,3.0,1.0,1945,3,1,3,1945,1,1,2,2,2,3,2,100000.0,4,3,3,3,5,5,3,4,3,3,3,3,2,4,50,50,50,50,50.0,50,50,50,50
4319,4,1,18,55,89,2015/7/25 13:19,2,1958,1,0,8,9,,4.0,1995.0,22000,1,,130.0,0,0,1,0,0,0,0,0,0,,156,130,3,5,5,2,2.0,2,2,1,4,2,1,2,5,3,1,4,4,4,5,1,5,5,4,2,2,4,6.0,6.0,6,3,5,5,7,3,5,,,,,1,1,2,2,45000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1982.0,1957.0,1982.0,6.0,1.0,2.0,20000.0,1.0,3.0,1.0,-2,7,1,1,-2,-8,1,-8,2,1,3,2,-2.0,4,4,4,4,4,4,4,2,2,3,2,2,2,3,80,80,80,80,80.0,80,70,80,80
7413,3,1,1,1,3,2015/9/17 14:59,1,1948,1,1,1,4,,4.0,1965.0,29280,1,,49.0,0,1,0,1,0,0,0,0,0,,185,80,2,2,2,2,1.0,4,2,1,4,4,1,1,5,2,1,5,4,5,5,5,3,5,1,1,4,1,,,4,2,2,2,5,5,5,,,,,1,1,1,2,59280.0,2,1,1,2,0,0,1,0,0,0,0,0,0,,0,1,0.0,3,1980.0,1980.0,1980.0,4.0,1.0,2.0,30000.0,5.0,,,1914,2,1,1,1917,2,1,5,3,2,4,3,40000.0,3,3,3,3,3,3,3,4,2,3,-8,4,1,3,60,50,70,70,60.0,60,70,70,70
4145,4,1,27,78,118,2015/8/3 19:12,2,1971,3,1,1,9,,4.0,1990.0,14000,4,2011.0,50.0,0,0,0,0,0,0,0,0,1,,165,140,4,5,5,2,3.0,2,1,1,3,5,4,1,3,3,2,5,4,3,5,2,5,5,1,2,5,4,7.0,3.0,3,4,5,4,5,4,1,3.0,20.0,1.0,2.0,1,1,2,2,40000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1993.0,1970.0,1993.0,6.0,1.0,2.0,26000.0,1.0,3.0,1.0,1945,4,4,1,1945,4,1,1,2,2,4,3,40000.0,2,2,-8,-8,2,2,2,2,2,-8,-8,-8,2,3,50,50,50,50,50.0,50,50,50,50
1237,5,1,5,8,24,2015/8/3 11:44,2,1968,1,1,3,7,,4.0,1989.0,54000,1,,40.0,0,0,0,0,0,0,0,0,1,,162,120,5,4,4,2,2.0,2,2,2,4,2,1,3,4,4,4,4,4,4,3,4,5,5,3,2,4,3,7.0,4.0,3,4,6,3,6,2,1,3.0,25.0,1.0,3.0,1,1,2,2,54000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,4,1991.0,1968.0,2007.0,4.0,1.0,2.0,0.0,5.0,,,1940,6,1,1,1942,3,1,15,2,1,4,2,60000.0,3,2,3,2,3,3,2,3,3,3,-8,3,1,1,30,20,30,40,50.0,40,30,20,30
7746,4,2,18,55,89,2015/7/24 10:03,2,1975,1,1,1,6,,4.0,-2.0,0,1,,180.0,0,0,0,0,0,0,0,0,0,全家人共有,160,100,4,4,4,1,1.0,1,1,1,3,2,2,2,5,3,4,5,4,3,5,3,5,5,5,4,4,1,2.0,4.0,2,3,5,3,6,2,4,,,,,1,1,2,2,10000.0,6,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2.0,3,1998.0,1975.0,1998.0,4.0,1.0,1.0,10000.0,3.0,,,-2,2,4,2,-2,2,1,2,2,2,3,2,30000.0,5,4,4,4,5,3,3,3,3,3,3,3,2,5,70,80,70,80,60.0,80,85,60,60
7190,4,1,1,1,1,2015/9/9 9:10,2,1951,1,1,1,12,,4.0,1974.0,80000,4,1972.0,100.0,0,0,1,0,0,0,0,0,0,,158,112,3,4,4,2,1.0,3,2,1,5,4,2,1,4,3,3,4,4,4,4,4,4,4,2,2,3,2,6.0,6.0,2,4,5,5,5,4,5,,,,,1,1,2,2,200000.0,3,3,2,2,0,0,1,0,0,0,0,0,0,,1,0,0.0,3,1978.0,1949.0,1978.0,10.0,4.0,2.0,70000.0,5.0,,,1930,4,1,1,1932,3,1,12,2,2,4,2,100000.0,4,3,3,3,4,4,3,4,2,3,-8,3,1,3,50,50,30,50,50.0,50,60,60,60
